MOLECULE_NAME,SMILES,logP
166,COC1=CC=CC(OC)=C1C(=O)N=C1C(O)N2C1SC(C)(C)C2C(O)=O,"1,22"
171,NC1=CC=C(C=C1)C(O)N=CC(O)=O,"-0,89"
172,NC1=CC=C(C=C1)C(O)N=C=C(O)O,"-0,89"
174,NC1=CC=C(C=C1)C(O)=NC=C(O)O,"-0,89"
176,NC1=CC=C(C=C1)C(O)=NCC(O)=O,"-0,89"
185,NC1=CC=C(C=C1)C(=O)N=CC(O)O,"-0,89"
187,OC(=O)c1ccc(cc1)[N+]([O-])=O,"1,89"
192,CC(N)=S,"-0,26"
193,NC(S)=C,"-0,26"
199,COC(=O)C1=CCCN(C)C1,"0,35"
202,CCOS(=O)(=O)OCC,"1,14"
204,CC(C)O,"0,05"
206,CC(O)=C,"-0,24"
208,CC(C)=O,"-0,24"
211,CS(C)=O,"-1,35"
212,CS(O)=C,"-1,35"
216,O=C1C=C(N2CC2)C(=O)C(N2CC2)=C1N1CC1,"-0,13"
219,OC1=C2NC(=O)NC2=NC(=O)N1,"0,18"
263,NCCCC(N)C(O)=O,"-4,22"
264,NCCCC(N)=C(O)O,"-4,22"
266,NCCC=C(N)C(O)O,"-4,22"
268,NCCCC(=N)C(O)O,"-4,22"
272,CC1=CC=C(C=C1)S(N)(=O)=O,"0,82"
278,CC#C,"0,94"
280,CC(C)Cl,"1,90"
282,CC1CO1,"0,03"
284,FC(Cl)(Cl)Cl,"2,53"
285,FC(F)(F)Cl,"1,65"
286,CC1(O)CCC2C3CC=C4CC(O)=CCC4(C)C3(F)C(O)CC12C,"2,38"
287,CC1(O)CCC2C3CC=C4CC(=O)CCC4(C)C3(F)C(O)CC12C,"2,38"
289,CC1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3(F)C(O)CC12C,"2,38"
293,CC1(O)CCC2C3CC=C4C=C(O)CCC4(C)C3(F)C(O)CC12C,"2,38"
295,CC1(O)CCC2C3CCC4=CC(O)=CCC4(C)C3(F)C(O)CC12C,"2,38"
297,CCC(Br)(CC)C(=O)NC(O)=N,"1,54"
308,OC(=O)CC(O)(CC(O)=O)C(O)=O,"-1,64"
309,OC(O)=CC(O)(C=C(O)O)C(O)=O,"-1,64"
311,OC(O)=CC(O)(CC(O)=O)C(O)=O,"-1,64"
316,CCOP(=O)(OCC)OCC,"0,80"
318,CC(=C)C=C,"2,42"
320,OC(=C)C=N,"-0,94"
321,CC(O)=C=N,"-0,94"
323,CC(O)C#N,"-0,94"
326,CC(=O)C=N,"-0,94"
328,CC(C)=C(O)O,"0,94"
330,CC(C)C(O)=O,"0,94"
333,Nc1ccc(cc1)S(=O)(=O)c1ccc(N)cc1,"0,97"
336,CC=C(N)C(O)O,"-2,54"
337,CCC(N)=C(O)O,"-2,54"
340,CCC(=N)C(O)O,"-2,54"
342,CCC(N)C(O)=O,"-2,54"
345,COC(=O)C(C)=C,"1,38"
348,O=C1NS(=O)(=O)c2ccccc12,"0,91"
353,OS1(=O)=NC(=O)C2=CC=CC=C12,"0,91"
355,Nc1cccc2C(=O)c3ccccc3C(=O)c12,"3,74"
359,O=C1C(=O)c2cccc3cccc1c23,"1,95"
364,Cn1ccc(=O)c2ccccc12,"0,44"
368,OC(=N)C1CCN(CCCN2C3=CC=CC=C3SC3=CC=C(Cl)C=C23)CC1,"4,44"
373,Oc1ccc(c2ccccc12)S(O)(=O)=O,"-0,44"
377,OC(=O)c1cccc2ccccc12,"3,10"
383,COc1cc(C=O)cc(OC)c1OC,"1,39"
387,OC(O)=CC1=CNC2=CC=CC=C12,"1,41"
389,OC(=O)CC1=CNC2=CC=CC=C12,"1,41"
393,Cc1cccc(C)c1N,"1,84"
396,CCOC(=O)[C@H](O)[C@@H](O)C(=O)OCC,"-0,29"
399,FC(F)(F)c1ccccc1Cl,"3,53"
402,NC(=O)C1=CC=CC=C1C(O)=N,"-1,73"
410,OC(=O)c1ccccc1C(O)=O,"0,73"
414,[O-][N+](=O)c1cc(Cl)c(Cl)cc1Cl,"3,48"
417,Clc1ccccc1C=O,"2,33"
421,Cc1cccc2ccccc12,"3,87"
425,OC1=C2C=CC=CC2=CC2=CC=CC=C12,"3,66"
427,O=C1C2=CC=CC=C2CC2=CC=CC=C12,"3,66"
431,Cc1ccc2ccccc2n1,"2,59"
435,O=c1ccc2ccccc2o1,"1,39"
440,C1CN(CCN1)c1ccccc1,"1,10"
443,Nc1ccc(cc1)-c1ccccc1,"2,86"
447,c1ccc(cc1)-c1ccc(cc1)-c1ccccc1,"6,03"
452,CCCCOC(=O)COc1cc(Cl)c(Cl)cc1Cl,"4,81"
455,O=C(OC(=O)c1ccccc1)c1ccccc1,"2,26"
458,CCC=NC(O)N=S(O)(=O)C1=CC=C(Cl)C=C1,"2,27"
459,CCCN=C(O)NS(=O)(=O)C1=CC=C(Cl)C=C1,"2,27"
465,CCC=NC(O)=NS(O)(=O)C1=CC=C(Cl)C=C1,"2,27"
469,CCCN=C(O)N=S(O)(=O)C1=CC=C(Cl)C=C1,"2,27"
471,CC=CN=C(O)NS(O)(=O)C1=CC=C(Cl)C=C1,"2,27"
473,CCC=NC(O)NS(=O)(=O)C1=CC=C(Cl)C=C1,"2,27"
481,CC=CNC(O)NS(=O)(=O)C1=CC=C(Cl)C=C1,"2,27"
483,CC=C=NC(O)=NS(O)(O)C1=CC=C(Cl)C=C1,"2,27"
485,CC=C=NC(O)NS(O)(=O)C1=CC=C(Cl)C=C1,"2,27"
490,CC=CNC(O)N=S(O)(=O)C1=CC=C(Cl)C=C1,"2,27"
493,CCOc1ccccc1O,"1,68"
496,OC(=O)CCCOc1ccc(Cl)cc1Cl,"3,53"
497,OC(O)=CCCOC1=C(Cl)C=C(Cl)C=C1,"3,53"
501,Cc1cc2ccccc2[nH]1,"2,53"
504,Cc1ccc(N)cc1C,"1,84"
508,Cc1ccc(C)c(N)c1,"1,83"
512,Cc1ccc(N)cc1N,"0,14"
515,Cc1ccc(C)c(O)c1,"2,33"
519,CN1CCCCC1C(=O)NC1=C(C)C=CC=C1C,"1,95"
520,CN1CCCCC1=C(O)NC1=C(C)C=CC=C1C,"1,95"
526,[O-][N+](=O)c1ccc(Cl)c(c1)[N+]([O-])=O,"2,17"
531,OCc1ccco1,"0,28"
534,O=Cc1ccco1,"0,41"
537,O=Cc1cccs1,"1,02"
541,NC1=CC=CC(=C1)S(O)(=N)=O,"-0,38"
547,CS(=O)(=O)c1ccc(Cl)cc1,"1,06"
550,OS(=C)(=O)C1=CC=C(Cl)C=C1,"1,06"
552,OC(=C)C1=CC=CC=C1,"1,58"
554,CC(=O)C1=CC=CC=C1,"1,58"
557,Nc1cccc(c1)C(O)=O,"0,65"
562,Cc1cccc(c1)[N+]([O-])=O,"2,45"
567,[O-][N+](=O)c1cccc(c1)[N+]([O-])=O,"1,49"
572,Cc1ccc(cc1)C(O)=O,"2,27"
576,COc1ccc(cc1)C(O)=O,"1,96"
580,CNc1ccc(cc1)[N+]([O-])=O,"2,04"
584,CC(=O)c1ccc(cc1)[N+]([O-])=O,"1,53"
585,OC(=C)C1=CC=C(C=C1)[N+]([O-])=O,"1,53"
590,C=CCN(CC=C)CC=C,"2,59"
592,CC(=O)OCC(COC(C)=O)OC(C)=O,"0,25"
596,CCCc1ccccc1,"3,69"
599,OC(O)=CC1=CC=CC=C1,"1,41"
601,OC(=O)CC1=CC=CC=C1,"1,41"
604,SC(=N)NC1=CC=CC=C1,"0,71"
611,COC1=CC=C(C=C(O)O)C=C1,"1,42"
613,COC1=CC=C(CC(O)=O)C=C1,"1,42"
617,NCC(O)c1ccc(O)cc1,"-0,90"
620,COc1ccc(N)cc1,"0,95"
623,Cc1ccc(O)c(C)c1,"2,30"
627,Brc1ccc(Br)cc1,"3,79"
630,C1OC1C1CCC2OC2C1,"0,44"
633,C=C=C=N,"0,25"
634,C=CC#N,"0,25"
637,OCC=C,"0,17"
640,OC(=O)CCS,"0,43"
641,OC(O)=CCS,"0,43"
644,CC(=O)OC=C,"0,73"
646,CC(CCl)OC(C)CCl,"2,48"
648,Sc1ccccc1,"2,52"
651,CCCCNC(=S)NCCCC,"2,75"
655,NCCCN,"-1,43"
657,NC#CC#N,"-0,60"
658,N#CCC#N,"-0,60"
661,N=C=CC#N,"-0,60"
663,N=C=C=C=N,"-0,60"
665,CC(C)CCC(O)=C,"1,88"
667,CC(C)CC=C(C)O,"1,88"
669,CC(C)CCC(C)=O,"1,88"
672,CCCCCC,"3,90"
674,OCCCCO,"-0,83"
676,CC(O)CNCC(C)O,"-0,82"
678,CCCCCCBr,"3,80"
680,CCCCCCN,"2,06"
682,CCCCCCCCCCC(O)=O,"4,42"
683,CCCCCCCCCC=C(O)O,"4,42"
687,CN(C)CC\\C=C1/c2ccccc2CSc2ccccc12,"4,49"
694,CC(C)=C,"2,34"
697,CC(C)(O)C#C,"0,28"
699,OC1=NC(=O)NC(=O)C1(CC=C)C1=CC=CC=C1,"1,69"
710,OCC1OC(C(O)C1O)N1C=NC2=C(O)NC(=N)N=C12,"-1,90"
725,COc1cc(ccc1N)-c1ccc(N)c(OC)c1,"1,81"
730,COC(=O)c1ccc(cc1)C(=O)OC,"2,25"
733,Oc1ccccc1O,"0,88"
736,OC1=CCCC1,"0,38"
737,O=C1CCCC1,"0,38"
740,Cc1ccc(cc1[N+]([O-])=O)[N+]([O-])=O,"1,98"
744,CC(=O)NC1=CC=C(C=C1)S(O)(=N)=O,"-0,04"
745,NS(=O)(=O)C1=CC=C(NC(O)=C)C=C1,"-0,04"
758,Nc1ncc(s1)[N+]([O-])=O,"0,83"
764,CN(C)c1cccc(C)c1,"2,80"
768,[O-][N+](=O)c1cccc(Cl)c1,"2,46"
771,NC(=O)C1=CC(=CC(=C1)[N+]([O-])=O)[N+]([O-])=O,"0,83"
777,COC1=CC(=NS(=O)(=O)C2=CC=C(N)C=C2)N=C(N1)OC,"1,63"
785,COC1=CC(N=S(O)(=O)C2=CC=C(N)C=C2)=NC(OC)=N1,"1,63"
787,N(Nc1ccccc1)c1ccccc1,"2,94"
791,CCOC(=O)CCC(=O)OCC,"1,20"
793,OC1=CC=C(O)N=N1,"-0,87"
801,CC(C)CCO,"1,16"
803,C1COCCO1,"-0,27"
805,CC(C)CCOC(C)=O,"2,25"
808,O=C=O,"0,83"
809,C[C@]12C[C@H](O)[C@@]3(F)[C@@H](CC=C4C=C(O)C=C[C@]34C)[C@@H]1C[C@@H](O)[C@]2(O)C(O)C=O,"1,16"
810,CC12CC(O)C3(F)C(CCC4=CC(=O)C=CC34C)C1CC(O)C2(O)C(O)=CO,"1,16"
813,CC12CC(O)C3(F)C(CC=C4CC(=O)C=CC34C)C1CC(O)C2(O)C(O)=CO,"1,16"
816,CC12CC(O)C3(F)C(CC=C4C=C(O)C=CC34C)C1CC(O)C2(O)C(O)=CO,"1,16"
819,CC12CC(O)C3(F)C(CC=C4CC(=O)C=CC34C)C1CC(O)C2(O)C(=O)CO,"1,16"
822,CC12CC(O)C3(F)C(CCC4=CC(=O)C=CC34C)C1CC(O)C2(O)C(=O)CO,"1,16"
826,CC12CC(O)C3(F)C(CC=C4C=C(O)C=CC34C)C1CC(O)C2(O)C(=O)CO,"1,16"
829,CC12CC(O)C3(F)C(CCC4=CC(=O)C=CC34C)C1CC(O)C2(O)C(O)C=O,"1,16"
832,CC12CC(O)C3(F)C(CC=C4CC(=O)C=CC34C)C1CC(O)C2(O)C(O)C=O,"1,16"
837,CCC1(C(O)=NCN=C1O)C1=CC=CC=C1,"0,91"
844,CC(C)C1(CC(Br)=C)C(=O)NC(=O)N(C)C1=O,"2,11"
853,Cc1ccnc(NS(=O)(=O)c2ccc(N)cc2)n1,"0,14"
861,CC1=NC(N=S(O)(=O)C2=CC=C(N)C=C2)=NC=C1,"0,14"
863,COC(=O)[C@@H]1[C@@H](O)CC[C@@H]2CN3CCc4c([nH]c5ccccc45)[C@@H]3C[C@H]12,"2,63"
870,Oc1c(cc(cc1[N+]([O-])=O)[N+]([O-])=O)C1CCCCC1,"4,12"
875,NS(=O)(=O)C1=CC2=S(O)(O)=NC(N=C2C=C1Cl)C(Cl)Cl,"0,62"
876,NS(=O)(=O)C1=CC2=C(C=C1Cl)N=C(N=S2(O)O)C(Cl)Cl,"0,62"
883,NS(=O)(=O)C1=CC2=C(NC(NS2(=O)=O)C(Cl)Cl)C=C1Cl,"0,62"
886,NS(=O)(=O)C1=CC2=C(NC(NS2(O)=O)=C(Cl)Cl)C=C1Cl,"0,62"
890,NS(=O)(=O)C1=CC2=C(NC(N=S2(O)=O)C(Cl)Cl)C=C1Cl,"0,62"
906,NS(=O)(=O)C1=CC2=S(O)(O)NC(N=C2C=C1Cl)=C(Cl)Cl,"0,62"
915,CCN(CC)C(=O)c1cccc(C)c1,"2,18"
919,N(c1ccccc1)c1ccc2ccccc2c1,"4,38"
924,CC(C)N=C1NC(Cl)=NC(N1)=NC(C)C,"2,93"
936,Nc1ccc(Sc2ccc(N)cc2)cc1,"2,18"
940,Clc1ccc(Cl)nn1,"0,70"
944,CCCCOC(=O)C=C,"2,36"
946,OC(=O)CC(O)=O,"-0,81"
947,OC(O)=CC(O)=O,"-0,81"
949,OC(O)=C=C(O)O,"-0,81"
953,ClCCCCl,"2,00"
955,C1CCOCC1,"0,95"
958,ClC12C(=O)C3(Cl)C4(Cl)C1(Cl)C1(Cl)C2(Cl)C3(Cl)C4(Cl)C1(Cl)Cl,"5,41"
961,OC(=N)CI,"-0,19"
962,NC(O)=CI,"-0,19"
967,Oc1cccc2cccnc12,"2,02"
971,OC(O)C(=N)CC1=CC=C(C=C1)N(CCCl)CCCl,"-0,52"
972,NC(CC1=CC=C(C=C1)N(CCCl)CCCl)=C(O)O,"-0,52"
974,NC(=CC1=CC=C(C=C1)N(CCCl)CCCl)C(O)O,"-0,52"
977,NC(CC1=CC=C(C=C1)N(CCCl)CCCl)C(O)=O,"-0,52"
981,Nc1ccc-2c(Cc3ccccc-23)c1,"3,14"
985,CCOc1ccc(N)cc1,"1,24"
988,c1cc2cccc3c4cccc5cccc(c(c1)c23)c45,"6,25"
993,c1ccc2cc-3c(cc2c1)-c1cccc2cccc-3c12,"6,11"
998,c1cc2c(ccc3ccccc23)s1,"4,41"
1 003,C1c2ccccc2-c2ccc3ccccc3c12,"5,40"
1 008,N1C=CC=C2C=C3C=CC=CC3=C12,"2,96"
1 009,C1C2=CC=CC=C2C2=NC=CC=C12,"2,96"
1 014,O1c2ccccc2Oc2ccccc12,"4,30"
1 019,N1C=NN=C1,"-0,58"
1 025,CC(C=CC1=C(C)CCCC1(C)C)=CC=C=C(C)C=C(O)O,"6,30"
1 026,CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(=C)C=C(O)O,"6,30"
1 027,CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(=C)CC(O)=O,"6,30"
1 028,CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=CC(O)=O,"6,30"
1 033,CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=C=C(O)O,"6,30"
1 034,CC(CC(O)=O)=C=CC=C(C)C=CC1=C(C)CCCC1(C)C,"6,30"
1 035,OC(=O)CCCc1ccc(cc1)N(CCCl)CCCl,"1,70"
1 036,OC(O)=CCCC1=CC=C(C=C1)N(CCCl)CCCl,"1,70"
1 040,CCC(C)N1C(=O)NC(C)=C(Br)C1=O,"2,11"
1 041,CCC(C)N1C(=O)N=C(C)C(Br)=C1O,"2,11"
1 048,FC(F)(F)c1cccc2cccnc12,"2,50"
1 052,ClC1C=CC(Cl)C(Cl)C1Cl,"3,08"
1 054,OC(=O)c1cc(Cl)ccc1O,"3,09"
1 059,c1cnc2nccnc2c1,"-0,04"
1 064,FC(F)(F)c1ccc2c(c1)[nH]ccc2=O,"2,05"
1 070,Nc1cc(cc(c1)C(F)(F)F)C(F)(F)F,"3,57"
1 073,CC(=O)NC1=CC(=CC=C1)C(F)(F)F,"2,56"
1 074,OC(=C)NC1=CC(=CC=C1)C(F)(F)F,"2,56"
1 080,Fc1ccc(Cl)cc1,"2,78"
1 083,C[C@H](CN1CCOCC1)C(C(=O)N1CCCC1)(c1ccccc1)c1ccccc1,"3,61"
1 087,C[C@H]1[C@H]2Cc3ccc(O)cc3[C@]1(C)CCN2CC=C(C)C,"4,64"
1 094,CC=C(O)C1=CC=C2SC3=CC=CC=C3N(CC(C)N(C)C)C2=C1,"4,79"
1 096,CCC(=O)C1=CC=C2SC3=C(C=CC=C3)N(CC(C)N(C)C)C2=C1,"4,79"
1 099,CCCCC[C@H](O)\\C=C\\[C@H]1[C@H](O)CC(=O)[C@@H]1CC=CCCCC(O)=O,"2,82"
1 100,CCCCC[C@H](O)C=C[C@H]1[C@H](O)CC(O)=C1CC=CCCC=C(O)O,"2,82"
1 102,CCCCC[C@H](O)C=C[C@H]1[C@H](O)CC(=O)[C@@H]1CC=CCCC=C(O)O,"2,82"
1 104,CCCCC[C@H](O)C=C[C@H]1[C@H](O)CC(O)=C1CC=CCCCC(O)=O,"2,82"
1 106,CCCCC[C@H](O)C=C[C@H]1[C@H](O)C=C(O)[C@@H]1CC=CCCC=C(O)O,"2,82"
1 114,CCCCC[C@H](O)C=C[C@H]1[C@H](O)C=C(O)[C@@H]1CC=CCCCC(O)=O,"2,82"
1 116,Oc1ccc(F)cc1,"1,77"
1 119,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@H]1C(O)=CO,"2,35"
1 120,CC1CC2C3CC=C4CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1=C(O)CO,"2,35"
1 122,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1=C(O)CO,"2,35"
1 125,CC1CC2C3CC=C4C=C(O)C=CC4(C)C3(F)C(O)CC2(C)C1=C(O)CO,"2,35"
1 128,CC1CC2C3CC=C4CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1C(O)=CO,"2,35"
1 132,CC1CC2C3CC=C4C=C(O)C=CC4(C)C3(F)C(O)CC2(C)C1C(O)=CO,"2,35"
1 135,CC1CC2C3CC=C4CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1C(=O)CO,"2,35"
1 138,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1C(=O)CO,"2,35"
1 141,CC1CC2C3CC=C4C=C(O)C=CC4(C)C3(F)C(O)CC2(C)C1C(=O)CO,"2,35"
1 144,CC1CC2C3CC=C4CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1C(O)C=O,"2,35"
1 146,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1C(O)C=O,"2,35"
1 149,CC1CC2C3CC=C4C=C(O)C=CC4(C)C3(F)C(O)CC2(C)C1C(O)C=O,"2,35"
1 152,CC(=O)c1ccc(F)cc1,"1,72"
1 153,OC(=C)C1=CC=C(F)C=C1,"1,72"
1 157,OC(O)=CC1=CC=C(F)C=C1,"1,55"
1 159,OC(=O)CC1=CC=C(F)C=C1,"1,55"
1 162,C[C@]12CC[C@H]3[C@@H](CCC4=CC(O)=CC[C@]34C)[C@@H]1CC[C@@]2(O)C#C,"3,11"
1 163,CC12CCC3C(CC=C4CC(=O)CCC34C)C1CCC2(O)C#C,"3,11"
1 166,CC12CCC3C(CCC4=CC(=O)CCC34C)C1CCC2(O)C#C,"3,11"
1 171,CC12CCC3C(CC=C4CC(O)=CCC34C)C1CCC2(O)C#C,"3,11"
1 174,CC12CCC3C(CC=C4C=C(O)CCC34C)C1CCC2(O)C#C,"3,11"
1 179,CCC(=O)N(C1CCN(CCC2=CC=CC=C2)CC1)C1=CC=CC=C1,"4,05"
1 180,CC=C(O)N(C1CCN(CCC2=CC=CC=C2)CC1)C1=CC=CC=C1,"4,05"
1 184,Nc1ccc(cc1F)C(O)=O,"1,41"
1 188,OC1=NC(O)=NC1,"-1,69"
1 189,OC1=NC(O)=CN1,"-1,69"
1 193,OC1NC(=O)C=N1,"-1,69"
1 199,OC1NC(=O)N=C1,"-1,69"
1 213,Fc1ccccc1,"2,27"
1 216,C[C@@H]1O[C@@H](O[C@H]2CC[C@]3(C)[C@H]4CC[C@]5(C)[C@H](CC[C@]5(O)[C@@H]4CCC3=C2)c2ccc(=O)oc2)[C@H](O)[C@H](O)[C@H]1O,"2,48"
1 221,Fc1cncnc1,"-0,03"
1 225,OC1=CC=C(C=C1)[C@H]1OC2=C(C(O)=C1)C(O)=CC(O)=C2,"2,52"
1 228,OC1=CC=C(C=C1)C1CC(=O)C2=C(O)C=C(O)C=C2O1,"2,52"
1 233,CN1[C@@H](CCC1=O)C1=CC=CN=C1,"0,07"
1 234,CN1C(CC=C1O)C1=CC=CN=C1,"0,07"
1 242,O[C@H](CBr)[C@@H](O)[C@H](O)[C@H](O)CBr,"-0,27"
1 245,OC(=O)c1ccoc1,"1,03"
1 248,O=C1NC=NC2=CC=CC=C12,"0,85"
1 256,OC1=C2C(=O)C=C(OC2=CC=C1)C1=CC=CC=C1,"4,30"
1 260,OC1=C2C(=O)C=CC=C2OC(=C1)C1=CC=CC=C1,"4,30"
1 262,C1CC[C@H](NC1)c1cccnc1,"0,97"
1 269,ON=C(O)C1=CC=CC=C1,"0,26"
1 271,OC(N=O)C1=CC=CC=C1,"0,26"
1 276,OC(=O)c1cc2ccccc2o1,"2,41"
1 279,OC[C@H]1O[C@@H](Oc2ccc(O)cc2)[C@H](O)[C@@H](O)[C@@H]1O,"-1,35"
1 285,C1CC2CC1C=C2,"3,24"
1 288,CC(C)c1ccc(C)c(O)c1,"3,49"
1 292,CC(C)N=C(N)N=C(N)NC1=CC=C(Cl)C=C1,"2,53"
1 309,OC(O)=CCC1=CC=C(O)C=C1,"1,16"
1 311,OC(=O)CCC1=CC=C(O)C=C1,"1,16"
1 315,CCCCC(O)=CCCC,"2,88"
1 317,CCCCC(=O)CCCC,"2,88"
1 319,FCC1CO1,"-0,16"
1 321,COc1ccc2N3C4C5C(CC3=O)OCC=C3CN6CCC4(C6CC53)c2c1,"1,85"
1 322,COC1=CC=C2N3C4C5C(OCC=C6CN7CCC4(C7CC56)C2=C1)C=C3O,"1,85"
1 328,COP(=O)(OC)OC,"-0,65"
1 330,CCOC(=O)C(Cl)(Cl)Cl,"2,39"
1 332,OC(=O)c1c(C(O)=O)c(C(O)=O)c(C(O)=O)c(C(O)=O)c1C(O)=O,"1,50"
1 337,COc1ccc(cc1O)[C@@H]1CC(=O)c2c(O)cc(O)cc2O1,"2,60"
1 338,COC1=CC=C(C=C1O)C1OC2=CC(O)=CC(O)=C2C(O)=C1,"2,60"
1 345,CC(C)NCC(O)COc1cccc2ccccc12,"3,48"
1 348,CC1C(=C)C(=O)C(C)C(=C)C1=O,"2,23"
1 349,CC1=C(O)C(=C)C(C)=C(O)C1=C,"2,23"
1 351,CC1=C(C)C(=O)C(=C)C(C)=C1O,"2,23"
1 353,CC1=C(C)C(=O)C(C)=C(C)C1=O,"2,23"
1 357,CC1C(O)=C(C)C(=C)C(=O)C1=C,"2,23"
1 359,CC1C(=C)C(O)=C(C)C(=C)C1=O,"2,23"
1 361,CC1C(=C)C(=O)C(C)=C(C)C1=O,"2,23"
1 363,CC1C(=O)C(C)C(=C)C(=O)C1=C,"2,23"
1 366,Cc1ccccc1C#N,"2,21"
1 369,C=C1C=CC=CC1=C=N,"2,21"
1 371,CC(C)c1cccc(C)c1,"4,50"
1 375,C(=Nc1ccccc1)c1ccccc1,"2,82"
1 379,Oc1ccc(I)cc1,"2,91"
1 382,CCCCl,"2,04"
1 384,CCC=C(N)O,"-0,21"
1 386,CCCC(N)=O,"-0,21"
1 391,CCOC(=O)NC(O)C(Cl)(Cl)Cl,"1,84"
1 395,CCCCCC(C)O,"2,31"
1 397,CCCCCCl,"2,73"
